age_upon_intake_(years),time_in_shelter_days
0.076712329,27.33125
0.076712329,27.25972222
0.076712329,30.32847222
3,4.280555556
0.082191781,42.37291667
0.082191781,42.37916667
0.082191781,6.111111111
0.328767123,4.263194444
2,6.252083333
0.019178082,0.051388889
0.019178082,0.051388889
0.019178082,0.051388889
0.019178082,0.051388889
0.076712329,47.18472222
0.082191781,18.22361111
0.082191781,18.22361111
0.164383562,13.49791667
0.575342466,13.49791667
1,6.261111111
6,44.18263889
1,78.92013889
1,5.13125
2,3.024305556
0.082191781,38.01527778
0.082191781,38.01527778
0.246575342,114.7743056
11,11.0875
10,18.25902778
9,0.06875
0.164383562,0.190277778
7,9.977777778
0.038356164,0.065277778
0.038356164,0.065277778
0.038356164,0.065277778
0.038356164,0.065277778
0.038356164,0.065972222
2,3.117361111
0.082191781,6.361805556
0.082191781,3.107638889
0.082191781,3.108333333
0.082191781,6.361805556
0.082191781,3.096527778
2,8.135416667
9,0.102777778
1,5.925
1,5.925
2,4.099305556
4,240.0194444
0.164383562,2.090277778
0.082191781,4.853472222
15,0.881944444
0.019178082,0.0375
0.019178082,0.0375
0.019178082,0.0375
0.019178082,0.0375
1,8.341666667
1,16.92222222
1,10.325
0.082191781,60.24027778
2,6.14375
1,6.094444444
0.076712329,30.86805556
0.076712329,30.87222222
0.575342466,39.15902778
0.005479452,0.948611111
0.005479452,0.948611111
0.005479452,0.948611111
0.005479452,0.948611111
0.005479452,0.948611111
0.005479452,0.948611111
0.005479452,0.949305556
0.057534247,0.027083333
0.246575342,6.052083333
1,22.97708333
1,10.08125
0.082191781,44.05208333
0.010958904,0.009027778
0.095890411,109.8736111
0.575342466,3.161111111
0.493150685,6.986805556
2,19.11597222
8,3.004166667
0.076712329,50.12152778
0.002739726,0.221527778
0.002739726,0.221527778
0.002739726,0.222222222
0.002739726,0.222222222
0.002739726,0.222222222
0.002739726,0.220833333
0.002739726,0.220833333
1,12.99166667
1,14.13611111
0.019178082,0.199305556
0.019178082,0.199305556
0.019178082,0.2
0.019178082,0.2
0.019178082,0.2
0.057534247,0.165972222
0.057534247,0.166666667
0.057534247,0.166666667
0.057534247,0.166666667
0.246575342,0.802777778
3,43.10555556
0.010958904,55.09236111
0.010958904,55.05416667
0.010958904,55.09444444
0.010958904,55.86875
0.010958904,114.0881944
0.010958904,68.80972222
0.164383562,0.19375
0.010958904,56.07430556
15,21.06666667
2,3.214583333
2,2.003472222
2,1.848611111
0.493150685,0.671527778
14,0.065972222
2,78.71875
0.082191781,3.816666667
0.082191781,6.772916667
0.082191781,7.738888889
0.082191781,4.66875
0.821917808,16.18055556
0.082191781,4.804166667
0.082191781,4.665972222
0.164383562,7.304861111
3,2.934722222
2,11.08611111
2,11.00694444
1,9.909722222
0.082191781,4.331944444
3,75.00625
2,0.100694444
0.082191781,4.245138889
2,0.215972222
2,6.072222222
1,0.320833333
1,0.020138889
0.057534247,0.197916667
0.057534247,0.197916667
0.057534247,0.198611111
0.057534247,0.198611111
0.057534247,0.198611111
0.057534247,84.27083333
0.076712329,169.8166667
0.057534247,41.12291667
0.057534247,41.33263889
0.076712329,169.8173611
2,0.180555556
0.019178082,0.170833333
0.019178082,0.170833333
0.019178082,0.170833333
0.019178082,0.171527778
0.076712329,0.207638889
8,27.05694444
0.739726027,15.03888889
2,7.141666667
0.038356164,0.025694444
2,3.160416667
1,76.90902778
1,6.939583333
8,8.044444444
8,73.96458333
2,5.095833333
0.328767123,11.40625
0.038356164,0.163194444
0.082191781,1.520833333
0.082191781,7.091666667
2,1.031944444
1,31.99375
0.076712329,0.00625
0.076712329,0.117361111
6,3.034722222
6,2.995833333
8,2.998611111
0.246575342,38.9625
0.164383562,4.075694444
4,4.827777778
2,8.384722222
2,6.014583333
1,0.006944444
0.076712329,0.007638889
0.076712329,0.008333333
0.076712329,0.009027778
0.082191781,39.94861111
0.082191781,39.89583333
0.575342466,23.73055556
0.328767123,5.869444444
0.164383562,4.034027778
0.657534247,9.077083333
10,0.022222222
0.082191781,17.57916667
0.082191781,17.57916667
1,0.645833333
0.076712329,6.95625
2,0.665972222
0.082191781,42.83611111
1,6.861111111
1,8.702777778
1,15.80625
0.493150685,0.482638889
0.038356164,0.192361111
0.082191781,81.42222222
3,0.109722222
4,8.722916667
2,2.146527778
0.082191781,51.03333333
4,9.961805556
0.082191781,0.050694444
0.019178082,0.036111111
0.082191781,51.01388889
1,0.021527778
0.082191781,5.2875
0.082191781,41.09444444
0.082191781,45.30625
0.082191781,26.33402778
0.082191781,41.30069444
1,0.903472222
1,0.903472222
0.076712329,42.28819444
6,124.2958333
0.739726027,11.04097222
0.019178082,11.04097222
0.019178082,11.04166667
0.019178082,11.04166667
0.246575342,5.259027778
0.057534247,0.180555556
0.057534247,0.180555556
0.057534247,0.180555556
0.057534247,0.180555556
2,9.15
0.057534247,0.168055556
0.057534247,0.168055556
0.057534247,0.168055556
5,0.779861111
5,1.021527778
5,1.980555556
1,0.065277778
1,0.806944444
1,0.859027778
0.010958904,0.807638889
0.010958904,0.808333333
0.010958904,0.809722222
0.076712329,104.2479167
0.246575342,4.0875
0.328767123,0.154166667
13,0.038888889
1,168.0666667
0.038356164,84.03472222
0.038356164,15.78819444
0.038356164,84.03472222
0.038356164,83.10763889
0.038356164,81.25138889
0.038356164,0.04375
0.038356164,0.04375
0.038356164,0.044444444
1,0.805555556
0.164383562,6.083333333
0.657534247,22.84027778
8,7.920833333
3,180.35
1,20.89652778
1,10.99375
3,0.693055556
0.010958904,0.64375
0.038356164,0.0875
2,0.644444444
2,0.070833333
2,50.65763889
0.082191781,2.995138889
4,12.07777778
1,39.88611111
0.082191781,34.90763889
0.082191781,49.98194444
0.082191781,76.67638889
0.328767123,0.179166667
0.082191781,43.84583333
0.082191781,10.83611111
0.019178082,0.020833333
0.019178082,0.020833333
0.019178082,0.020833333
2,5.917361111
7,0.882638889
3,4.170833333
3,1.95
4,26.00277778
0.038356164,0.351388889
3,8.054861111
1,0.8875
1,91.07708333
0.082191781,1.188888889
0.493150685,0.025
4,9.975
4,31.05416667
1,7.246527778
0.328767123,13.85902778
0.082191781,16.26805556
0.082191781,17.0875
0.575342466,11.14722222
1,9.991666667
2,6.183333333
0.410958904,5.097222222
0.082191781,52.97083333
0.082191781,3.900694444
0.246575342,5.018055556
0.246575342,5.018055556
0.057534247,0.13125
0.076712329,9.834027778
5,6.958333333
2,100.8576389
0.019178082,48.09513889
0.019178082,52.89444444
1,236.9645833
0.082191781,8.849305556
3,2.767361111
2,0.61875
0.082191781,38.80208333
0.082191781,39.01875
0.082191781,39.00347222
0.082191781,38.99375
0.328767123,1.152083333
0.082191781,3.955555556
0.410958904,13.92569444
2,0.440277778
0.082191781,0.424305556
0.076712329,57.29583333
14,0.004861111
0.410958904,4.029861111
3,0.846527778
2,0.020138889
2,39.25486111
4,0.092361111
4,4.289583333
2,0.152777778
2,0.925694444
0.076712329,60.08958333
0.076712329,59.25347222
0.076712329,60.08958333
0.076712329,59.31944444
0.076712329,60.54097222
4,0.265277778
3,80.28472222
2,12.09861111
4,22.29652778
1,33.26944444
2,19.97152778
0.082191781,19.28958333
0.082191781,4.193055556
0.076712329,29.06388889
0.076712329,32.21875
0.076712329,0.111111111
0.076712329,0.111805556
0.076712329,0.111805556
0.076712329,38.24097222
0.076712329,0.111805556
0.076712329,38.12569444
0.076712329,0.1125
0.082191781,8.102777778
0.076712329,120.1298611
0.076712329,248.1
0.076712329,125.1951389
1,40.83125
0.082191781,18.22916667
0.082191781,18.22847222
0.076712329,0.105555556
0.057534247,0.1125
0.057534247,0.113194444
3,4.026388889
0.328767123,8.370138889
0.246575342,0.745138889
0.057534247,9.086111111
0.164383562,11.03333333
0.164383562,11.03194444
2,0.731944444
0.057534247,47.07638889
0.057534247,59.05763889
0.575342466,13.05138889
0.057534247,7.745833333
0.057534247,50.35694444
0.057534247,52.02847222
0.082191781,18.95069444
0.246575342,8.022916667
2,1.08125
2,0.447916667
1,0.124305556
0.821917808,1.229861111
0.739726027,4.120138889
2,1.080555556
2,0.448611111
1,0.124305556
0.739726027,4.119444444
3,12.99861111
5,15.78333333
8,13.8375
4,8.977777778
0.575342466,20.66597222
5,4.113194444
2,2.184722222
0.410958904,8.963888889
0.082191781,9.882638889
0.493150685,14.91527778
0.057534247,0.759027778
0.076712329,0.463888889
3,0.761805556
1,0.99375
1,11.73888889
1,0.270833333
1,11.81319444
1,14.93680556
1,42.43680556
0.057534247,29.38680556
0.057534247,57.22638889
0.057534247,22.08194444
0.057534247,29.38819444
3,4.18125
1,4.330555556
3,7.129861111
2,10.24236111
0.164383562,0.911805556
0.164383562,0.911805556
2,8.176388889
2,1.246527778
0.082191781,14.31458333
0.739726027,0.895138889
2,2.907638889
2,6.288194444
1,1.280555556
1,18.03888889
2,0.867361111
0.082191781,36.17777778
0.082191781,36.07013889
0.082191781,36.17777778
0.076712329,36.26458333
2,3.984027778
2,2.25
1,9.748611111
2,10.98194444
2,10.98194444
2,4.174305556
0.164383562,19.43541667
0.164383562,19.43541667
9,0.090277778
1,0.791666667
0.082191781,10.12291667
1,0.040277778
2,101.1548611
2,0.758333333
2,0.758333333
0.082191781,12.04236111
5,8.982638889
1,8.916666667
0.246575342,7.304861111
2,15.94375
2,36.04305556
0.082191781,17.83402778
1,20.04305556
3,4.770833333
0.038356164,4.770833333
0.038356164,4.770833333
0.038356164,4.770833333
0.038356164,4.771527778
0.038356164,1.804861111
0.164383562,0.613194444
0.076712329,0.002083333
4,0.115277778
4,1.545138889
6,0.925694444
5,8.332638889
3,4.373611111
0.246575342,0.1375
2,17.05208333
0.246575342,0.030555556
0.904109589,22.11875
0.082191781,50.07569444
0.246575342,0.969444444
5,3.074305556
0.246575342,0.908333333
0.082191781,9.073611111
0.082191781,9.073611111
0.082191781,9.073611111
1,0.895833333
0.082191781,27.13125
0.082191781,24.30694444
0.082191781,25.29444444
0.246575342,2.004166667
0.739726027,0.882638889
0.082191781,16.24375
0.082191781,16.24305556
0.657534247,4.259027778
2,2.073611111
2,8.293055556
3,11.96875
0.005479452,0.140972222
0.005479452,0.140972222
0.005479452,0.140972222
0.005479452,0.122222222
0.005479452,0.122222222
0.005479452,0.121527778
0.005479452,0.121527778
0.005479452,0.120833333
0.657534247,6.006944444
2,10.93819444
2,0.844444444
0.057534247,0.072916667
2,0.844444444
0.057534247,0.072916667
2,59.90486111
10,4.944444444
0.575342466,15.19513889
4,14.04305556
0.082191781,11.11805556
0.082191781,35.23888889
2,7.285416667
0.082191781,16.94166667
0.082191781,16.94166667
0.076712329,8.863888889
0.076712329,8.863888889
0.076712329,8.863888889
7,6.070833333
7,8.1
13,14.15208333
13,4.975694444
1,0.289583333
1,7.093055556
1,5.1875
1,0.206944444
1,4.065972222
0.076712329,0.489583333
0.164383562,6.688194444
6,903.8284722
0.246575342,19.15277778
0.008219178,5.127083333
0.008219178,5.127083333
0.008219178,5.127083333
0.008219178,5.127083333
0.008219178,5.127083333
0.008219178,5.127777778
0.008219178,5.127777778
0.002739726,1.2125
0.008219178,5.127777778
0.008219178,5.127777778
1,16.32222222
0.410958904,7.090277778
0.076712329,0.129861111
0.076712329,0.129861111
0.076712329,0.129861111
0.076712329,0.129861111
2,41.18958333
2,5.127777778
0.739726027,186.0472222
1,0.884722222
4,7.994444444
0.076712329,40.83611111
0.575342466,0.014583333
1,0.002083333
0.076712329,0.076388889
5,0.244444444
1,390.8395833
1,122.9590278
0.082191781,9.972222222
0.038356164,0.029166667
0.038356164,0.029861111
0.038356164,0.029861111
4,19.02708333
5,5.054166667
5,11.19791667
11,1.000694444
0.082191781,4.034722222
0.076712329,34.07222222
0.076712329,34.17777778
0.076712329,34.13888889
0.076712329,34.15763889
0.057534247,0.132638889
0.082191781,10.12847222
1,14.07569444
2,6.975
2,0.690277778
0.164383562,5.315277778
0.164383562,5.999305556
0.082191781,0.005555556
3,0.66875
0.328767123,0.674305556
2,25.77708333
0.057534247,0.009722222
0.057534247,0.009722222
0.057534247,0.009722222
0.057534247,0.009722222
0.082191781,0.798611111
4,0.640972222
1,6.934027778
0.076712329,0.267361111
0.076712329,0.267361111
6,84.00833333
6,3.213888889
6,1.842361111
5,0.894444444
5,370.1194444
0.076712329,9.315277778
5,870.8673611
2,27.37291667
0.328767123,0.061805556
4,50.98055556
3,14.49236111
2,3.883333333
2,3.239583333
2,2.934027778
6,210.3006944
6,12.00833333
1,30.16597222
0.410958904,4.524305556
2,8.088194444
0.328767123,0.886111111
2,8.088194444
0.410958904,16.92708333
0.904109589,0.834722222
0.904109589,10.16180556
10,0.952777778
0.246575342,14.1
0.246575342,118.2583333
10,0.952777778
0.246575342,0.295833333
0.082191781,0.859722222
0.082191781,0.859722222
0.082191781,0.859722222
0.082191781,0.859722222
2,2.125
4,12.06666667
2,61.05972222
2,6.952777778
1,0.017361111
1,8.017361111
1,0.847916667
0.076712329,2.003472222
0.076712329,2.004166667
0.076712329,2.004166667
0.076712329,2.004166667
0.076712329,2.004861111
2,10.80347222
0.328767123,2.272916667
0.076712329,91.92708333
0.076712329,77.83819444
0.076712329,168.7743056
0.076712329,77.84236111
0.076712329,77.83402778
1,0.792361111
1,0.792361111
1,0.792361111
0.164383562,4.155555556
0.164383562,4.156944444
0.082191781,24.06041667
0.082191781,32.92847222
0.082191781,23.12986111
0.410958904,8.164583333
4,4.334722222
0.082191781,5.061805556
0.082191781,4.334722222
2,6.921527778
2,54.86944444
10,5.961111111
0.002739726,0.785416667
0.002739726,2.831944444
0.002739726,2.832638889
0.002739726,0.785416667
0.739726027,0.698611111
0.076712329,7.867361111
0.057534247,0.802777778
2,11.08611111
0.082191781,5.055555556
13,1.971527778
2,7.998611111
0.246575342,4.861111111
0.082191781,10.93958333
0.164383562,8.296527778
2,3.398611111
3,0.003472222
3,0.127083333
2,8.302777778
4,6.204861111
3,3.225
3,12.09027778
10,9.220138889
10,0.1625
0.082191781,7.086805556
3,65.19652778
2,168.1972222
2,228.14375
0.057534247,1.042361111
3,0.975
0.057534247,1.042361111
0.057534247,1.042361111
0.057534247,1.042361111
0.082191781,32.29305556
2,93.87013889
2,7.125
0.082191781,43.18333333
0.082191781,43.02847222
0.082191781,30.02569444
0.082191781,46.28263889
0.082191781,33.15972222
0.082191781,32.2875
0.005479452,0.995833333
0.005479452,0.995833333
0.005479452,0.995833333
0.005479452,0.995833333
0.005479452,0.020833333
0.904109589,0.025
0.493150685,5.196527778
1,18.82361111
0.493150685,4.213194444
1,0.850694444
1,8.054166667
1,0.811111111
0.246575342,6.227083333
0.164383562,5.21875
0.821917808,171.1506944
0.821917808,5.973611111
0.057534247,0.151388889
0.057534247,0.151388889
0.057534247,0.151388889
0.057534247,0.151388889
0.057534247,0.151388889
0.057534247,0.151388889
3,0.765972222
1,8.122222222
1,6.153472222
0.246575342,23.99583333
1,2.026388889
0.410958904,4.033333333
0.082191781,31.98680556
0.082191781,32.12916667
0.082191781,32.16388889
2,0.6
1,2.065972222
0.328767123,7.881944444
8,4.913194444
1,8.974305556
2,6.997916667
7,11.80625
1,9.730555556
0.008219178,9.730555556
0.008219178,9.730555556
0.008219178,9.73125
0.246575342,24.80833333
7,8.151388889
3,4.136111111
3,4.015972222
0.410958904,6.210416667
0.410958904,3.279861111
0.410958904,0.232638889
0.410958904,145.9458333
0.082191781,11.08819444
0.082191781,5.175694444
0.082191781,7.140972222
0.082191781,10.01805556
0.082191781,5.196527778
0.082191781,23.24930556
4,9.970833333
0.082191781,0.005555556
2,6.095833333
0.076712329,68.83125
0.246575342,0.025694444
2,1.236805556
3,12.45694444
0.005479452,0.05625
2,8.155555556
7,2.18125
2,4.204166667
0.410958904,0.005555556
0.038356164,0.034722222
1,2.331944444
0.082191781,4.096527778
0.082191781,4.105555556
0.082191781,4.102777778
0.246575342,4.181944444
0.246575342,4.191666667
0.246575342,4.191666667
0.082191781,35.15555556
2,27.12569444
0.410958904,0.022916667
9,13.83333333
0.057534247,0.078472222
0.057534247,0.078472222
2,15.08125
0.082191781,30.84097222
2,0.754861111
0.057534247,0.0125
1,0.704166667
0.246575342,40.81111111
0.164383562,3.882638889
1,14.45
2,0.170833333
0.076712329,0.165277778
4,45.33819444
0.575342466,0.932638889
0.493150685,13.97708333
0.082191781,0.102777778
0.246575342,1.31875
1,47.18958333
0.019178082,0.102777778
0.082191781,12.04097222
0.019178082,0.102777778
0.019178082,0.103472222
0.019178082,0.103472222
0.019178082,0.103472222
2,5.281944444
0.246575342,8.941666667
0.164383562,4.288888889
0.575342466,13.93819444
0.076712329,0.241666667
0.076712329,0.241666667
0.076712329,0.242361111
0.076712329,0.242361111
0.076712329,0.242361111
0.082191781,36.84930556
0.082191781,0.209027778
2,4.185416667
2,41.06597222
0.821917808,7.223611111
0.082191781,12.06597222
0.164383562,5.943055556
0.164383562,5.943055556
1,2.029166667
1,1.025694444
8,7.147222222
7,4.203472222
0.164383562,4.082638889
0.164383562,4.082638889
9,12.98402778
0.246575342,4.196527778
0.038356164,0.052083333
0.038356164,0.052083333
0.038356164,0.052777778
5,4.022916667
0.082191781,0.941666667
6,92.80694444
1,4.086805556
4,12.89722222
11,3.788888889
0.410958904,4.00625
0.076712329,0.078472222
2,12.78819444
0.076712329,0.078472222
0.076712329,0.079166667
3,1.998611111
0.082191781,5.846527778
1,1.55625
1,2.80625
2,117.4923611
0.082191781,4.325
3,43.34652778
0.410958904,1.9375
1,4.259722222
0.493150685,2.271527778
10,0.23125
0.739726027,9.288194444
5,11.15694444
5,4.221527778
2,29.11458333
1,11.01041667
1,11.01041667
0.410958904,4.236805556
0.164383562,27.20138889
5,0.86875
0.082191781,1.254861111
0.082191781,1.255555556
0.082191781,1.255555556
0.082191781,1.174305556
1,20.02291667
0.082191781,61.77222222
0.328767123,0.213194444
0.246575342,4.211111111
1,1.240972222
0.164383562,0.782638889
0.164383562,4.227083333
7,14.01805556
1,5.2125
1,5.186111111
0.164383562,1.977083333
2,30.01180556
0.076712329,3.965277778
0.082191781,4.035416667
0.082191781,4.036111111
0.082191781,4.036111111
0.082191781,4.036111111
2,120.0006944
3,1.005555556
0.082191781,4.120138889
0.164383562,30.14652778
0.164383562,14.09166667
0.164383562,15.88541667
0.164383562,14.79236111
0.164383562,14.79236111
8,0.05
0.246575342,4.963888889
0.246575342,1.538194444
0.082191781,4.069444444
0.082191781,4.065277778
0.082191781,12.31180556
0.082191781,12.02430556
0.082191781,11.08472222
2,33.91736111
8,3.901388889
0.082191781,5.0875
0.082191781,4.013194444
0.082191781,18.05763889
0.082191781,0.720138889
3,8.152777778
3,4.814583333
3,2.119444444
2,8.059027778
2,2.239583333
2,21.84305556
0.082191781,0.720138889
0.082191781,0.720138889
0.082191781,0.720138889
0.082191781,0.720138889
0.082191781,0.720138889
0.082191781,0.720138889
0.082191781,0.720138889
0.082191781,0.720138889
0.493150685,0.720138889
0.493150685,0.720138889
0.019178082,0.054166667
0.019178082,0.054861111
0.019178082,0.054861111
0.019178082,0.054861111
0.019178082,0.054861111
0.019178082,0.054861111
0.019178082,0.054861111
4,2.21875
7,0.399305556
7,5.893055556
7,2.218055556
6,0.401388889
6,5.892361111
5,2.21875
2,10.71736111
0.076712329,0.520833333
1,14.8125
1,16.70138889
3,3.44375
0.082191781,6.372222222
0.082191781,0.517361111
0.082191781,6.372222222
0.082191781,0.516666667
5,1.009722222
0.082191781,29.42361111
2,0.29375
4,4.116666667
1,1.122916667
0.082191781,18.27361111
1,6.128472222
0.164383562,4.230555556
0.328767123,4.308333333
1,7.05625
13,1.08125
2,11.94513889
2,14.08055556
2,136.0638889
0.164383562,18.23055556
0.057534247,3.029166667
0.057534247,3.029166667
0.057534247,3.029166667
0.164383562,2.279861111
0.164383562,4.200694444
0.164383562,4.200694444
3,4.979861111
3,4.960416667
7,4.016666667
7,0.29375
0.082191781,0.213888889
0.246575342,9.261111111
0.246575342,11.14027778
0.246575342,11.14027778
8,9.957638889
2,6.092361111
0.038356164,0.05
0.038356164,0.05
0.246575342,0.016666667
0.082191781,17.2125
1,0.805555556
1,21.02777778
0.019178082,10.00069444
0.002739726,6.925694444
0.019178082,9.869444444
0.002739726,6.925694444
0.019178082,10
0.002739726,6.926388889
0.019178082,9.873611111
0.002739726,6.926388889
2,9.86875
2,6.925694444
5,0.877083333
0.076712329,65.74166667
8,22.17430556
0.082191781,11.14583333
0.082191781,0.004861111
0.082191781,6.749305556
2,0.7625
0.082191781,80.72986111
0.082191781,80.72986111
0.082191781,40.18055556
0.082191781,37.13541667
0.082191781,40.18055556
0.082191781,37.15277778
2,37.13541667
3,1.188194444
2,6.140972222
0.904109589,5.15
0.164383562,3.965972222
0.246575342,3.963888889
0.246575342,3.963888889
0.246575342,3.963888889
2,3.798611111
3,3.157638889
3,35.81875
0.038356164,0.027777778
0.082191781,28.02430556
0.082191781,22.99027778
0.082191781,9.796527778
0.082191781,21.91875
13,0.753472222
0.082191781,7
1,0.661111111
2,42.91875
2,26.85763889
4,14.71944444
5,11.66527778
0.082191781,26.91666667
0.082191781,52.86805556
0.082191781,13.67152778
0.082191781,13.67222222
0.082191781,28.98888889
3,11.83541667
5,0.515277778
0.076712329,27.27638889
0.076712329,5.127777778
0.076712329,5.127777778
8,2.249305556
0.082191781,0.095833333
3,0.904166667
0.076712329,97.07222222
5,235.2388889
0.076712329,118.2416667
0.076712329,96.04305556
0.076712329,97.18541667
1,0.888888889
2,18.20208333
1,2.297916667
0.038356164,2.297222222
0.038356164,2.298611111
0.038356164,2.298611111
0.038356164,2.298611111
0.038356164,2.299305556
0.038356164,2.299305556
0.821917808,52.95833333
0.739726027,0.844444444
0.076712329,0.140277778
0.076712329,0.140277778
0.076712329,0.140277778
1,9.918055556
0.038356164,9.91875
0.038356164,8.952083333
0.038356164,9.819444444
0.038356164,9.91875
0.038356164,5.866666667
3,26.04166667
0.082191781,2.931944444
0.082191781,7.131944444
1,0.767361111
2,14.09513889
0.164383562,0.126388889
3,1.845138889
3,1.845833333
0.164383562,3.008333333
0.164383562,3.008333333
0.164383562,3.008333333
0.164383562,3.008333333
0.164383562,4.143055556
0.904109589,7.075694444
0.904109589,5.952083333
8,3.452083333
8,7.866666667
3,0.021527778
0.410958904,15.07777778
4,0.061111111
0.164383562,8.096527778
0.164383562,10.3125
0.082191781,2.825694444
1,42.02569444
0.082191781,0.034722222
0.082191781,0.035416667
0.082191781,0.035416667
0.082191781,0.035416667
0.082191781,0.026388889
0.082191781,0.035416667
0.082191781,0.035416667
2,0.015972222
0.410958904,0.016666667
0.410958904,0.61875
2,66.03333333
1,7.772916667
1,8.813194444
0.076712329,2.315277778
0.410958904,1.147222222
0.246575342,3.052083333
2,7.188194444
1,7.186111111
0.246575342,0.915972222
2,0.915277778
2,6.045138889
0.082191781,12.99236111
0.076712329,7.23125
0.076712329,7.23125
1,34.16944444
4,0.045138889
0.739726027,5.209027778
1,0.929166667
5,81.29652778
0.246575342,0.886805556
0.246575342,0.886805556
0.082191781,11.95
0.082191781,20.22847222
1,0.016666667
0.739726027,1.2625
0.410958904,32.07222222
0.082191781,31.26527778
0.082191781,22.97291667
0.164383562,6.984027778
0.164383562,4.25
0.082191781,8.199305556
0.082191781,7.2125
0.082191781,3.202083333
0.082191781,17.21458333
0.082191781,20.20208333
0.082191781,8.2375
3,0.018055556
0.076712329,11.02569444
0.082191781,1.997222222
0.082191781,17.77569444
0.246575342,5.227777778
0.082191781,16.20902778
0.082191781,16.20902778
0.246575342,7.201388889
0.082191781,7.206944444
0.246575342,6.11875
0.164383562,7.238888889
2,6.153472222
0.493150685,4.222916667
0.328767123,17.93958333
0.082191781,13.14444444
3,3.873611111
1,24.01458333
1,35.16736111
0.575342466,4.036805556
0.904109589,6.095833333
0.657534247,0.833333333
4,82.25625
4,40.83263889
0.082191781,25.95625
0.082191781,25.95694444
0.082191781,20.07083333
0.082191781,7.122916667
0.082191781,0.011805556
3,47.87291667
1,0.743055556
0.904109589,156.7340278
0.076712329,0.74375
0.082191781,5.051388889
7,36.97013889
7,34.97430556
0.076712329,0.744444444
0.082191781,8.051388889
0.076712329,0.745138889
4,1.075694444
3,28.90625
2,11.21736111
1,0.313888889
1,0.114583333
8,7.035416667
3,3.990972222
0.076712329,49.88125
0.076712329,49.88125
0.076712329,57.74930556
0.076712329,32.96597222
0.082191781,3.257638889
0.575342466,2.218055556
0.082191781,4.006944444
0.164383562,17.01944444
1,96.77916667
0.082191781,8.872916667
0.082191781,1.809027778
0.082191781,1.810416667
0.082191781,1.810416667
0.082191781,1.810416667
8,0.886111111
0.410958904,31.70138889
2,108.6083333
5,4.704861111
0.410958904,0.304861111
0.246575342,0.120138889
0.410958904,7.40625
1,4.336805556
2,0.25625
2,10.08055556
0.082191781,4.269444444
0.082191781,5.20625
0.082191781,4.275694444
1,52.08680556
0.057534247,31.33055556
0.575342466,6.030555556
0.057534247,33.26527778
0.057534247,39.27708333
0.057534247,37.2875
0.057534247,37.2875
10,1.029166667
0.082191781,0.007638889
0.082191781,26.11944444
1,0.895138889
0.082191781,23.27986111
0.082191781,23.28194444
0.082191781,0.072222222
0.246575342,4.264583333
1,12.22430556
0.904109589,6.015972222
4,6.143055556
1,6.986111111
0.038356164,0.060416667
0.038356164,0.060416667
0.038356164,0.061111111
0.038356164,0.061111111
5,16.10208333
10,5.958333333
0.082191781,9.945833333
0.082191781,9.945138889
0.904109589,7.931944444
0.904109589,9.208333333
0.057534247,0.117361111
8,10.99930556
5,13.08472222
0.057534247,0.117361111
3,1.056944444
0.328767123,8.990972222
1,5.900694444
0.038356164,0.990972222
0.082191781,14.69861111
0.038356164,0.990972222
0.082191781,10.74444444
1,0.081944444
0.082191781,4.076388889
0.082191781,4.008333333
3,0.609722222
3,0.609722222
0.493150685,2.104166667
0.410958904,4
0.016438356,0.136111111
0.016438356,0.136805556
0.016438356,0.136805556
0.164383562,0.361805556
9,0.226388889
2,0.989583333
0.164383562,12.31388889
2,1.0875
0.164383562,0.725
0.082191781,4.303472222
1,86.97777778
0.082191781,24.31180556
0.493150685,5.284722222
1,0.884027778
10,6.020138889
0.164383562,28.23888889
0.246575342,28.23888889
0.082191781,9.069444444
0.164383562,11.29097222
0.246575342,24.15069444
0.246575342,271.9993056
0.246575342,23.25555556
0.057534247,5.068055556
0.057534247,5.068055556
0.057534247,5.068055556
0.575342466,5.06875
0.082191781,24.11319444
0.082191781,24.11388889
0.038356164,0.183333333
2,4.995833333
2,4.195138889
0.739726027,0.838194444
2,15.21458333
2,6.088194444
0.019178082,6.138888889
0.019178082,6.138888889
3,0.240277778
2,0.228472222
1,4.174305556
0.076712329,25.16666667
0.164383562,4.14375
0.082191781,1.896527778
0.057534247,0.080555556
0.057534247,0.080555556
0.057534247,0.080555556
0.057534247,0.080555556
0.057534247,0.080555556
0.057534247,5.06875
1,0.751388889
0.164383562,5.878472222
0.164383562,5.878472222
0.164383562,5.878472222
0.038356164,0.081944444
0.038356164,0.081944444
0.038356164,0.082638889
1,0.697222222
2,0.036111111
0.076712329,0.975
0.164383562,10.98263889
0.164383562,24.03263889
8,8.010416667
8,10.91319444
0.057534247,0.202083333
0.410958904,1.202083333
0.082191781,34.27013889
0.076712329,0.272222222
0.076712329,0.272222222
2,28.30694444
2,6.241666667
2,6.15
0.082191781,4.154166667
0.164383562,6.513888889
0.082191781,79.22708333
0.082191781,87.17361111
2,52.17916667
0.076712329,0.250694444
2,45.27569444
3,6.913888889
2,6.913888889
3,10.0125
0.076712329,0.111805556
0.082191781,3.881944444
1,33.17430556
0.246575342,4.934027778
0.410958904,4.125
0.082191781,6.364583333
0.082191781,7.151388889
0.082191781,5.95625
1,35.94097222
7,24.97430556
0.410958904,3.842361111
1,4.815277778
2,0.761805556
2,0.701388889
0.082191781,13.05416667
6,0.077083333
2,0.097222222
